"Customer","Type","Type (Online - Virtual or Physical)","Channel Category","Country Code","Nation Name","Region Name","State/Province Name","City Name","District Name","Location Name","Postal Code","Address","Group","Region Site Group Name","REP Flag","Latitude","Longitude","Initially Admitted","Updated Dttm"
"Turkestanskaya-ufc-raion-Tolenbiiskyi-Kieltas-selo-Cyltanrabat-ulica-Sauran","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXXYR90YRFK08","","Y","43.218495","76.927723","2024/01/17 22:36:06","2024/01/22 03:07:17"
"Turkestanskaya-ufc-raion-Tolenbiiskyi-Kieltas-selo-Cyltanrabat-ulica-Sauran","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXXYR90YRFK08","","Y","43.271435","76.949888","2024/01/17 23:14:16","2024/01/22 03:07:17"
"Turkestan-TD-Taukehana-237/4","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","42.318993","69.595696","2023/01/06 12:06:04","2023/03/27 03:06:54"
"Turkestan-tesla-Taukekhana","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Gogolya 77 ug Furmanova","CXXYR90YRFK00","","","","","2018/03/26 16:57:26","2022/04/27 18:47:47"
"Turkestan-vodafone-AO-Taukehana-243","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Тауке хана, 243 (ТРЦ Керуен Сарай)","CXX3YR008YR6","","","","","2018/09/10 20:40:54","2023/10/02 03:07:20"
"Turkestan-vodafone-Sattarhanova-14","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXX3YR008YR6","","","","","2021/12/08 19:36:57","2022/04/13 17:02:02"
"Turkestan-vodafone-Taukehan-237-4","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXX3YR008YR6","","","","","2020/11/26 17:11:35","2022/06/06 03:07:25"
"Turkestan-vodafone-Taukehana-243","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXX3YR008YR6","","","","","2012/09/19 18:06:58","2023/06/05 03:06:52"
"Turkistan- Arys-royal mail-ul-KazibekBi-34-TD-Dostyk","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXX3YR00807","","Y","","","2018/07/10 18:42:29","2022/05/18 13:59:44"
"Turkistan-Aziya Svyaznoi-Taukekhanova","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Taukehanova 198","CXX3YR0080YR","","","","","2014/10/23 19:46:31","2019/01/28 03:05:05"
"Turkistan-o2-Pr-B-Sattarhanova-zd-25a-trc","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","43.218495","76.927723","2021/11/08 11:50:37","2022/01/24 18:25:38"
"Turkistan-o2-raion-Kelesskyi-Abay-Artykova-147","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","","","","2022/04/08 11:55:32","2023/01/24 16:17:39"
"Turkistan-o2-Sattarhanova","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","пр. Саттарханова, ст-е. 60/1, Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2019/05/13 19:41:07","2023/08/21 03:07:02"
"Turkistan-o2-Tauke-Khan","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Tauke Han, 217","CXXYR90YRFK08","","Y","","","2012/09/25 13:19:04","2013/05/22 17:04:20"
"Turkistan-o2-Tauke-Khan-217","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Tauke Han, 217","CXXYR90YRFK08","","Y","43.299955","68.241255","2013/05/22 00:14:49","2022/05/31 17:36:31"
"Turkistan-royal mail Rustemova-100","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","rustemova 100, Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXX3YR00807","","Y","43.298461","68.239552","2020/09/03 15:48:54","2023/06/12 03:06:58"
"Turkistan-royal mail-Sattarhanova-33A","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXX3YR00807","","Y","","","2021/03/13 17:59:34","2023/08/14 03:07:22"
"Turkistan-royal mail-Taukekhana-164","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Tauke hana 164","CXX3YR00807","","Y","43.298461","68.239552","2014/10/17 13:57:01","2022/05/30 20:09:09"
"Turkistanskaya-Lenger-royal mail-Selo-Sultan-Rabat-ul-Sauran-106","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXX3YR00807","","Y","","","2018/07/10 18:42:29","2022/05/30 20:09:09"
"Turkistan-ufc-Abdrahmanova-2a","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2022/09/12 11:46:41","2024/03/14 00:46:22"
"Turkistan-xiaomi-Rixos","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Магазин Туркестан Rixos","CXXYR90YRFK07","","","","","2020/06/29 16:23:53","2022/05/26 20:36:22"
"Turkistan-xiaomi-Tauke Hana","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Магазин Туркестан","CXXYR90YRFK07","","Y","43.301329","68.244398","2014/03/12 13:49:49","2023/04/03 03:06:47"
"TV Park","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Shymkent","","Shymkent(KZ001004007)","","Respybliki 1","CXX3YR008YR6","","","","","2011/01/13 16:44:25","2021/06/04 13:38:44"
"Tyrsinai Apa","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Shymkent","","Shymkent(KZ001004007)","","gagarina 46","CXX3YR008YR6","","","","","2011/01/13 16:44:25","2021/06/04 13:38:44"
"ufc-Aktau-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Mangistauskaya","Aktau","","Aktau(KZ002012011)","","Aktau, Mangistauskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2022/09/13 17:24:44"
"ufc-Aktau-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2020/06/18 10:12:03"
"ufc-Aktau-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Mangistauskaya","Aktau","","Aktau(KZ002012011)","","Aktau, Mangistauskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 18:52:05","2024/03/19 18:39:19"
"ufc-Aktobe-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","?","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/03/15 15:47:28"
"ufc-Aktobe-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","?","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2024/03/14 00:19:26"
"ufc-Aktobe-RDS2","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2018/12/19 18:41:47"
"ufc-Aktobe-RDS2","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2020/08/07 14:35:49"
"ufc-Aktobe-RDS3","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2018/12/19 18:41:48"
"ufc-Aktobe-RDS3","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2018/12/19 18:41:47"
"ufc-Aktobe-RDS3","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 18:52:05","2020/08/07 14:35:49"
"ufc-Aktobe-RDS4","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/03/15 15:47:28"
"ufc-Aktobe-RDS4","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2024/03/14 00:19:26"
"ufc-Aktobe-RDS4","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 18:52:05","2024/03/15 15:47:28"
"ufc-Akyau-RDS2","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Mangistauskaya","Aktau","","Aktau(KZ002012011)","","Aktau, Mangistauskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2022/09/13 17:34:08"
"ufc-Akyau-RDS2","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Mangistauskaya","Aktau","","Aktau(KZ002012011)","","Aktau, Mangistauskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2022/09/13 17:34:08"
"ufc-Astana-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2020/08/07 14:51:10"
"ufc-Astana-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","поселок Промышленный,  Улица Шарбакты /5, Astana, Astana, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/03/13 21:54:50"
"ufc-Astana-RDS2","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2020/08/07 14:51:10"
"ufc-Atyrau-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2018/12/19 18:41:48"
"ufc-Atyrau-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2018/12/19 18:41:48"
"ufc-Atyrau-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Atyrauskaya","Atyrau","","Atyrau(KZ002012008)","","мкр. Атырау, улица 17, ст-е 27, Atyrau, Atyrauskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 18:52:05","2022/02/21 03:08:09"
"ufc-Karaganda-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Central","Karagandinskaya","Karaganda","","Karaganda(KZ004006005)","","ППО Филиал г. Караганда, Karaganda, Karagandinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/03/13 21:54:50"
"ufc-Kokshetau-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2022/09/13 17:27:10"
"ufc-kokshetau-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Северная пром. зона, 3 проезд № 64, Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2024/03/19 18:39:19"
"ufc-Kostanay-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Kostanayskaya","Kostanai","","Kostanai(KZ003015013)","","Kostanai, Kostanayskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/03/15 15:47:28"
"ufc-Kostanay-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Kostanayskaya","Kostanai","","Kostanai(KZ003015013)","","Kostanai, Kostanayskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2024/03/13 21:54:50"
"ufc-Kostanay-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Kostanayskaya","Kostanai","","Kostanai(KZ003015013)","","улица Карбышева  №12\3, Kostanai, Kostanayskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 18:52:05","2024/03/15 15:47:28"
"ufc-Kyzylorda-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2018/12/19 18:41:48"
"ufc-Kyzylorda-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2018/12/19 18:41:48"
"ufc-Kyzylorda-RDS2","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Kyzylordinskaya","Kyzylorda","","Kyzylorda(KZ001010037)","","мкр.Акмаржан, ул Акмаржан-28,д4, Kyzylorda, Kyzylordinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 18:52:05","2024/03/19 18:39:19"
"ufc-Oskemen-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Oskemen","","Oskemen(KZ005005035)","","ул. Бажова,99/4, Oskemen, Vostochno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/03/13 21:54:50"
"ufc-Pavlodar-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Pavlodarskaya","Pavlodar","","Pavlodar(KZ003008012)","","улица Ломова, д. 184/2, Pavlodar, Pavlodarskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/03/13 21:54:50"
"ufc-Petropavlovsk-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Petropavlovsk, Severo-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2020/08/07 14:56:10"
"ufc-Petropavlovsk-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Petropavlovsk, Severo-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2020/08/07 14:56:10"
"ufc-Petropavlovsk-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","ул. Омское шоссе, 3, Petropavlovsk, Severo-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 18:34:36","2024/03/13 21:54:50"
"ufc-Semipalatinsk-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Semipalatinsk","","Semipalatinsk(KZ005005028)","","ул. Интернациональная, д.36-б, Semipalatinsk, Vostochno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/05/06 03:06:49"
"ufc-Shymkent-Abay-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Shymkent","","Shymkent(KZ001004007)","","мкр. Абай, улица С. Халметов, ст-е 2/10, Shymkent, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/05/20 03:07:09"
"ufc-Taraz-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Zhambylskaya","Taraz","","Taraz(KZ001003036)","","ППО Филиал г. Тараз, Taraz, Zhambylskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/03/19 18:39:19"
"ufc-Uralsk-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Uralsk, Zapadno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2022/09/13 17:29:44"
"ufc-Uralsk-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Uralsk, Zapadno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 17:27:58","2022/09/13 17:29:44"
"ufc-Uralsk-RDS","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Uralsk, Zapadno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 18:52:05","2020/08/07 20:21:57"
"ufc-Uralsk-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","ул. Полевая, 14, Uralsk, Zapadno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2018/12/19 18:52:05","2024/03/15 15:47:28"
"ufc-ZhanaOzen-RDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","?","CXXYR90YRFK08","","Y","","","2018/12/19 16:55:58","2024/03/14 00:19:26"
"Ujnii","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Shymkent","","Shymkent(KZ001004007)","","mangeldina 34","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Ulken Naryn-DPD-Abylaı Hana 109","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Oskemen","","Oskemen(KZ005005035)","","с.Улкен Нарын ул.АбылайХана 109","CXX3YR00800","","Y","","","2019/03/19 18:40:24","2024/05/03 19:06:20"
"Ultra Computers #1","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Kurmangazy 154","CXX3YR008YR6","","","","","2011/01/13 16:44:21","2021/06/04 13:38:44"
"Ultra Computers #2","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Dostyk 157","CXX3YR008YR6","","","","","2011/01/13 16:44:21","2021/06/04 13:38:44"
"Ultra Media Computers","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Abaya/Auezova","CXX3YR008YR6","","","","","2011/01/13 16:44:23","2021/06/04 13:38:44"
"Unikode","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Oskemen","","Oskemen(KZ005005035)","","pr. Nezavisimosti, 5","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Uniks","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Mangistauskaya","Aktau","","Aktau(KZ002012011)","","7 mkr. 15 dom","CXX3YR008YR6","","","","","2011/01/13 16:44:26","2021/06/04 13:38:44"
"Uralsk-3-DPD-prsct-Evraziya-Unıvermag","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","г. Уральск  пр. Евразия 101 ТРЦ ""Уни","CXX3YR00800","","Y","","","2019/03/19 18:40:24","2024/05/03 17:47:44"
"Uralsk-6-DPD-Nurpeısovoı 17/1","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","г. Уральск ул.Д.Нурпеисовой 17/1","CXX3YR00800","","Y","","","2019/03/19 18:40:24","2024/05/03 17:47:44"
"Uralsk-9-DPD-Kurmangazy-175","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","г. Уральск ул. Курмангазы 175","CXX3YR00800","","Y","","","2019/09/20 13:49:40","2024/05/03 17:47:44"
"Uralsk-A-Center-Evrasia","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Evrasia 110","CXX3YR0080FK","","Y","","","2015/02/02 12:56:54","2019/01/28 03:05:05"
"Uralsk-ATG-Eurasia","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Eurasia, 110","CXXYR90YRFK00","","Y","51.219925","51.39168","2012/09/19 18:06:59","2019/01/28 03:05:05"
"Uralsk-direct ship-Trade-Evraziya","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Eurasiya 71","CXX3YR00808","","","51.218144","51.383078","2013/11/20 17:43:59","2023/11/20 03:07:15"
"Uralsk-direct ship-Trade-Kurmangazy-Aziza","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Kurmangazy 69","CXX3YR00808","","","51.203294","51.379017","2014/11/27 13:57:25","2024/05/27 03:07:05"
"Uralsk-DPD-Asiamall","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","г.Уральск, мкр. Женис 3, ТРЦ Азия Мо, Uralsk, Zapadno-Kazakhstanskaya, KAZAKHSTAN","CXX3YR00800","","Y","","","2020/09/23 16:53:04","2024/05/03 17:47:44"
"Uralsk-DPD-Tulenina","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","г.Уральск ул. С.Тюленина, д.49/2, Uralsk, Zapadno-Kazakhstanskaya, KAZAKHSTAN","CXX3YR00800","","Y","43.653115","51.14138","2020/08/06 16:52:54","2024/05/06 03:06:49"
