"Customer","Type","Type (Online - Virtual or Physical)","Channel Category","Country Code","Nation Name","Region Name","State/Province Name","City Name","District Name","Location Name","Postal Code","Address","Group","Region Site Group Name","REP Flag","Latitude","Longitude","Initially Admitted","Updated Dttm"
"Aralsk-tesla-Yuis-Kosymov-zd-2G","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Kyzylordinskaya","Kyzylorda","","Kyzylorda(KZ001010037)","","Kyzylorda, Kyzylordinskaya, KAZAKHSTAN","CXXYR90YRFK00","","Y","","","2021/12/02 12:27:21","2023/08/21 03:07:02"
"ARDO","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Northern","Pavlodarskaya","Pavlodar","","Pavlodar(KZ003008012)","","Toraigirova 85","CXX3YR008YR6","","","","","2011/01/13 16:44:21","2021/06/04 13:38:44"
"ARDO","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Northern","Pavlodarskaya","Pavlodar","","Pavlodar(KZ003008012)","","Kytyzova 42","CXX3YR008YR6","","","","","2011/01/13 16:44:25","2021/06/04 13:38:44"
"Arkalyk-DPD-Azhar","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Kostanayskaya","Kostanai","","Kostanai(KZ003015013)","","г.Аркалык ТД ""Ажар""","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 13:04:22"
"Arkalyk-o2-Demchenko-dom-16","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Kostanayskaya","Kostanai","","Kostanai(KZ003015013)","","Kostanai, Kostanayskaya, KAZAKHSTAN","CXXYR90YRFK08","","","","","2021/12/20 14:15:54","2022/05/26 13:29:34"
"Arkalyk-tesla-Baitursiniva-15","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Kostanayskaya","Kostanai","","Kostanai(KZ003015013)","","Kostanai, Kostanayskaya, KAZAKHSTAN","CXXYR90YRFK00","","Y","","","2021/02/17 16:54:41","2022/04/27 18:42:19"
"Arkalyk-tesla-sklad","STORE","PHYSICAL","ON-LINE","KZ","KAZAKHSTAN","Northern","Kostanayskaya","","","Kostanayskaya(KZ003015)","","Kostanai, Kostanayskaya, KAZAKHSTAN","CXXYR90YRFK00","","Y","","","2024/05/04 20:25:15","2024/06/03 13:18:19"
"Arkalyk-vodafone-Mayasova","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","1700","CXX3YR008YR6","","","","","2020/11/26 17:11:35","2022/05/23 03:07:27"
"Arys-o2-Kazybek-Bi-zdanie-53","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Shymkent","","Shymkent(KZ001004007)","","Shymkent, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK08","","","","","2021/11/01 16:33:48","2022/04/27 19:02:19"
"Arys-tesla-Baizhanova-41","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXXYR90YRFK00","","Y","51.148678","71.47001","2024/01/18 00:43:08","2024/01/22 03:07:17"
"Arys-tesla-Baizhanova-Sirlibek-41","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK00","","Y","","","2022/03/09 17:00:05","2024/03/19 18:48:41"
"ASBIS KAZAKHSTAN","DC","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","","","Y","","","2014/04/09 12:57:32","2014/08/15 18:43:02"
"ASS Telekom #10","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Valikhanova, 9","CXX3YR008YR6","","","","","2011/01/13 16:44:22","2021/06/04 13:38:44"
"Astana 55204-o2 MAGNUM","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXXYR90YRFK08","","","","","2020/07/22 20:02:05","2021/10/11 03:07:11"
"Astana 55205-o2 MAGNUM","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXXYR90YRFK08","","","","","2020/07/22 20:02:05","2023/05/15 03:07:08"
"Astana 55206-o2 SMALL","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXXYR90YRFK08","","","","","2020/07/22 20:02:05","2021/06/14 03:07:13"
"Astana-10-DPD-Beibitshilik-33","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","г. Астана пр. Бейбiтшiлiк 33","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 13:04:22"
"Astana11-KEM-Daulet","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:45:14","2021/03/15 20:14:00"
"Astana-12-DPD-Valihanova-TRC-Tulpar","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","г.Астана ТЦ ""Тулпар"", ул. Валиханова","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 13:04:22"
"Astana12-KEM-Han-Shatyr","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:45:14","2021/03/15 20:14:00"
"Astana14-KEM-Aruzhan","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:45:14","2021/03/15 20:14:00"
"Astana16-KEM-Zhannur","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:45:14","2021/03/15 20:14:00"
"Astana18-KEM-Aziya-Park","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:46:01","2021/03/15 20:14:00"
"Astana20-KEM-Han-Shatyr2","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:27:31","2021/03/15 20:14:00"
"Astana-22-DPD-Tlendiev-Saryarka","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","г.Астана р-н Сарыарка пр. Н.Тлендиев","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 13:04:22"
"Astana-24-DPD-Khan-Shatyr-Turan-37","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","г.Астана пр.Туран, 37, ТРЦ ""Хан Шаты","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 13:04:22"
"Astana2-KEM-Astykzhan2","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:55:55","2021/03/15 20:14:00"
"Astana3-KEM-Mega","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:55:55","2021/03/15 20:14:00"
"Astana4-KEM- tesla","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 17:58:32","2021/03/15 20:14:00"
"Astana-55203-o2 MAGNUM","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Edil, Astana, Astana, KAZAKHSTAN","CXXYR90YRFK08","","","","","2020/07/22 20:02:05","2021/10/25 03:07:20"
"Astana8-KEM-Ai-Mak-Tau","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:55:55","2021/03/15 20:14:00"
"Astana9-KEM-Ai-Evrasia","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","","C00YR6307YR9","","","","","2014/12/19 13:55:55","2021/03/15 20:14:00"
"Astana-A-Center-Imanova","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Imanova 10","CXX3YR0080FK","","Y","","","2015/01/30 12:57:04","2019/01/28 03:05:05"
"Astana-aircourier","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/18 18:04:03","2024/01/22 03:07:17"
"Astana-aircourier-discont","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/18 18:04:03","2023/07/31 03:06:57"
"Astana-aircourier-pack","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/18 18:04:03","2023/07/31 03:06:57"
"Astana-aircourier-retail","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/18 18:04:03","2023/07/31 03:06:57"
"Astana-aircourier-ZhanibekKerei","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/18 18:04:03","2023/07/31 03:06:57"
"Astana-aircourier-ZhanibekKerei-pack","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/18 18:04:03","2023/07/31 03:06:57"
"Astana-ATG-Imanova","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Imanova, 19, Alma-ata center","CXXYR90YRFK00","","Y","51.163743","71.441158","2012/09/19 18:06:59","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Akkol","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","ul.Nurmaganbetova","CXX3YR0080YR","","","","","2014/10/23 18:57:11","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Alma","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","TC Alma","CXX3YR0080YR","","","","","2014/10/23 18:42:32","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Astykzhan 1","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","ul.Beisekova 3","CXX3YR0080YR","","","","","2014/10/23 18:42:32","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Astykzhan 2","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","ul.Akzhol 31","CXX3YR0080YR","","","","","2014/10/23 18:42:32","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Atbasar","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Ul.Auezova14","CXX3YR0080YR","","","","","2014/10/23 18:57:11","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Atbasar Tsum","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","ul.Belash","CXX3YR0080YR","","","","","2014/10/23 18:57:11","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Ereimentau","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Kunanbayeva 110","CXX3YR0080YR","","","","","2014/10/23 18:57:11","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Evrasia","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Ul. Petrova 24","CXX3YR0080YR","","","","","2014/10/23 18:42:32","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Kenesary","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","ul.Kenesary 74","CXX3YR0080YR","","","","","2014/10/23 18:46:03","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Makinsk","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","ul.yaglinskogo 8","CXX3YR0080YR","","","","","2014/10/23 18:57:11","2019/01/28 03:05:05"
"Astana-Aziya Svyaznoi-Shuchinsk","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","ul.Internacionalnaya","CXX3YR0080YR","","","","","2014/10/23 18:57:11","2019/01/28 03:05:05"
"Astana-Belyi-Veter-Abaya37","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Abaya 37 ug.Auezova","","","","","","2014/12/22 14:23:28","2019/01/28 03:05:05"
"Astana-Belyi-Veter-Asiya-Park","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Kabanbay Batyra 21. TRC Asia Park","","","","","","2014/12/22 14:23:28","2019/01/28 03:05:05"
"Astana-Belyi-Veter-Beibitshilik","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Beibitshilik 33","","","","51.175192","71.418337","2014/12/22 14:23:28","2019/01/28 03:05:05"
"Astana-Belyi-Veter-Mamyshuli","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Mamyshuli 19a; Narotiv TD Rakhmet","","","","","","2014/12/22 14:23:28","2019/01/28 03:05:05"
"Astana-Belyi-Veter-Respubliki21","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Respubliki 21","","","","","","2014/12/22 14:23:28","2019/01/28 03:05:05"
"Astana-Belyi-Veter-Zhirentaeva","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Zhirentaeva 7; MKR 4","","","","","","2014/12/22 14:23:28","2019/01/28 03:05:05"
"Astana-Belyi-Veter-ZK-Taraz","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Abaya 63 ug.Valikhanova ZK Taraz","","","","","","2014/12/22 14:23:28","2019/01/28 03:05:05"
"Astana-DHLL-Asia-Park","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/11/16 14:42:03","2022/12/12 03:07:12"
"Astana-DHLL-Euromall","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2021/07/27 19:50:33","2022/06/13 03:07:14"
"Astana-DHLL-Export","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/03/31 18:52:02","2022/12/01 19:07:07"
"Astana-DHLL-Magnum","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2023/08/17 13:20:39","2023/08/17 19:55:11"
"Astana-DHLL-Magnum","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2023/08/17 20:03:48","2024/06/03 03:07:05"
"Astana-DHLL-Mangilik-El","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/11/16 14:42:03","2024/01/15 03:07:25"
"Astana-DHLL-Respublica","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/03/31 18:52:02","2023/11/27 03:07:29"
"Astana-DHLL-Sklad","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/03/31 18:52:02","2023/03/06 03:06:48"
"Astana-DHLL-Sklad","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/03/31 18:52:02","2024/04/15 03:06:52"
"Astana-DHLL-TC-Aruzhan","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/03/31 18:52:02","2022/06/13 03:07:14"
"Astana-DHLL-TC-Evraziya","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/11/16 14:42:03","2022/12/12 03:07:12"
"Astana-DHLL-TRC-Saryarka","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/03/31 18:52:02","2022/06/13 03:07:14"
"Astana-DHLL-Valihanova","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2024/05/06 13:20:37","2024/06/03 03:07:05"
"Astana-DHLL-Zhannur","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2022/03/31 18:52:02","2023/11/20 03:07:15"
"Astana-DHLL-Zhenis","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","G069FK08940","","Y","","","2021/07/27 19:50:33","2022/06/13 03:07:14"
"Astana-direct ship-Alem","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXX3YR00808","","","","","2021/09/06 18:54:45","2023/08/28 03:06:58"
"Astana-direct ship-Evraziya","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Brusilovskogo 5","CXX3YR00808","","","","","2021/02/26 21:31:15","2022/06/13 03:07:14"
"Astana-direct ship-RDC 9","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXX3YR00808","","","","","2021/11/10 19:21:59","2024/05/22 17:39:24"
"Astana-direct ship-REG-WH-Evraziya","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Brusilovskogo 5","CXX3YR00808","","","","","2021/02/26 21:31:15","2021/12/27 03:07:08"
"Astana-direct ship-REG-WH-Mangilik","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Brusilovskogo 5","CXX3YR00808","","","","","2021/02/26 21:31:15","2021/12/06 03:07:17"
"Astana-direct ship-Trade-Brusilovskogo","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Brusilovskogo 5","CXX3YR00808","","","","","2017/12/11 13:38:36","2022/01/03 03:07:13"
"Astana-direct ship-Trade-Eurasia","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Brusilovskogo 5","CXX3YR00808","","","","","2018/12/05 17:03:26","2021/10/11 03:07:11"
"Astana-DPD-Respubliki","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","г.Нур-Султан пр. Республики, 84/1, Astana, Astana, KAZAKHSTAN","CXX3YR00800","","Y","43.653115","51.14138","2020/09/23 16:53:04","2024/05/03 13:04:22"
"Astana-DPD-Respubliki","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXX3YR00800","","Y","","","2020/10/26 18:51:07","2024/05/03 13:04:22"
"Astana-DPD-Saryarka-shosse-Alash-15","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXX3YR00800","","","","","2021/03/29 16:01:37","2024/05/03 13:04:22"
"Astana-fedexx-Khanshatyr","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","pr.Turan 3","","","Y","","","2013/05/24 15:00:47","2019/01/28 03:05:05"
"Astana-logy-Abaya","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","ave Abaya 63 (Taraz Building)","CXXYR90307YR","","Y","","","2013/12/19 20:20:03","2015/04/28 18:13:09"
"Astana-logy-Beibitshely","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","str Beybytshylyk 31","CXXYR90307YR","","Y","","","2014/08/01 17:03:14","2015/04/28 18:13:09"
"Astana-logy-Beibitshelyk","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Beybytshylyk 31","CXXYR90307YR","","","","","2015/04/28 17:48:28","2019/01/28 03:05:05"
"Astana-logy-Respublika","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","ave Respublika 12","CXXYR90307YR","","Y","","","2014/08/01 17:03:14","2015/04/28 18:13:09"
"Astana-logy-Respubliki","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Respublika 12","CXXYR90307YR","","","","","2015/04/28 17:48:28","2019/01/28 03:05:05"
"Astana-nokia-Abaya","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Abaya, 63","CXX3YR00800","","Y","","","2012/09/19 18:06:58","2024/05/03 13:04:22"
"Astana-nokia-Aruzhan","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Zhansugurova 8/1 TD Aruzhan","CXX3YR00800","","Y","","","2016/07/28 19:14:24","2024/05/03 13:04:22"
"Astana-nokia-Azhar","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Tauelsizdik 34","CXX3YR00800","","Y","51.14024","71.465277","2014/08/21 16:25:04","2024/05/03 13:04:22"
"Astana-nokia-Beibitshilik","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Beibitshlik 30","CXX3YR00800","","Y","51.175231","71.4184","2012/09/19 18:06:58","2024/05/03 13:04:22"
"Astana-nokia-Bogenbaya","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Bogenbaya 44","CXX3YR00800","","Y","51.177618","71.428362","2013/11/04 20:06:35","2024/05/03 13:04:22"
"Astana-nokia-Eurasia","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Petrova 24","CXX3YR00800","","Y","51.148397","71.474486","2016/09/29 20:03:46","2024/05/03 13:04:22"
"Astana-nokia-Gete","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Gete 2","CXX3YR00800","","Y","","","2015/06/24 12:23:33","2024/05/03 13:04:22"
"Astana-nokia-Kabanbai Batyra","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Kabanbai batyra 21","CXX3YR00800","","Y","51.128234","71.411801","2013/11/04 20:06:35","2024/05/03 13:04:22"
"Astana-nokia-Respublika","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Respublika, 33","CXX3YR00800","","Y","51.167344","71.424456","2012/09/19 18:06:58","2024/05/03 13:04:22"
